file_0000.wav|Xin chào Chào mừng các bạn đã quay trở
file_0001.wav|lại với fanpage học văn cô Sương Mai và
file_0002.wav|chuyên mục hòm thư ký gửi đã được quay
file_0003.wav|trở lại rồi đây ở chuyên mục này cô cũng
file_0004.wav|như là các bạn và các anh chị ở trong
file_0005.wav|tim học văn cô Dương mai sẽ sẵn sàng đón
file_0006.wav|nhận tất cả những tâm tư tình cảm những
file_0007.wav|câu chuyện đến từ các bạn những nỗi buồn
file_0008.wav|mà các bạn không biết tỏ bày cùng ai
file_0009.wav|những bối rối Những băn khoăn mà các bạn
file_0010.wav|mong muốn có thể có ai đó lắng nghe mình
file_0011.wav|hoặc đưa ra cho mình một lời khuyên nào
file_0012.wav|đó các bạn hoàn toàn có thể Gửi về hòm
file_0013.wav|thư của chương trình gửi ẩn danh thôi
file_0014.wav|cũng được không sao cả và cô sẽ cố gắng
file_0015.wav|để có thể đối thoại trò chuyện với các
file_0016.wav|bạn thông qua những số radio được lên
file_0017.wav|sóng vào 11 giờ tối thứ hai như thế này
file_0018.wav|để chúng ta cùng nâng niu những cảm xúc
file_0019.wav|đó để chúng ta có cảm giác là mình không
file_0020.wav|cô đơn mình không Bơ Vơ ít nhất là mình
file_0021.wav|có một nơi để mình giãi bày những cái
file_0022.wav|tâm tư những tâm sự của mình các bạn ạ Ở
file_0023.wav|số 1 của hòm thư ký gửi thì chúng ta đã
file_0024.wav|cùng chia sẻ với nhau
file_0025.wav|một bức thư với chủ đề là áp lực của năm
file_0026.wav|cuối cấp và ngày hôm nay sẽ là một chủ
file_0027.wav|đề khác mà chương trình cũng đã nhận
file_0028.wav|được khá là nhiều những tâm sự đến từ
file_0029.wav|các bạn học sinh và cả các bạn sinh viên
file_0030.wav|luôn chủ đề ngày hôm nay đó chính là gia
file_0031.wav|đình bạn bè và các mối quan hệ một chủ
file_0032.wav|đề mà chắc chắn là cũng khiến cho chúng
file_0033.wav|ta phải suy nghĩ rất là nhiều Đúng không
file_0034.wav|các mối quan hệ xung quanh thì sẽ góp
file_0035.wav|phần định hình chúng ta mà nên là nó sẽ
file_0036.wav|tác động khá là lớn tới việc là cảm xúc
file_0037.wav|của các bạn như thế nào tâm trạng của
file_0038.wav|các bạn ra sao những cái quyết định
file_0039.wav|trong đời của các bạn hay là việc các
file_0040.wav|bạn trở thành một người như thế nào nó
file_0041.wav|cũng sẽ được gọi là chịu ảnh hưởng khá
file_0042.wav|là lớn đến từ những người ở xung quanh
file_0043.wav|các bạn đến từ những mối quan hệ mà các
file_0044.wav|bạn sở hữu Đó là lý do mà cô luôn luôn
file_0045.wav|mong muốn động viên các bạn học sinh của
file_0046.wav|mình đó là hãy cố gắng để chọn lọc các
file_0047.wav|mối quan hệ và giữ gìn những mối quan hệ
file_0048.wav|tích cực cho mình còn đối với những mối
file_0049.wav|quan hệ mà mình có cảm giác là nó đem
file_0050.wav|lại cho mình những cái suy nghĩ tiêu cực
file_0051.wav|nó làm cho mình trở thành một cái phiên
file_0052.wav|bản xấu hơn nó khiến cho mình không còn
file_0053.wav|điểm tin vào bản thân nó khiến cho việc
file_0054.wav|luôn luôn chìm đắm trong những u sầu
file_0055.wav|buồn bã Thì đấy là mối quan hệ mà mình
file_0056.wav|cần phải dũng cảm rời xa và nói một lời
file_0057.wav|tạm biệt để dứt khoát với những điều ấy
file_0058.wav|và chọn cho mình những cái điều tốt đẹp
file_0059.wav|hơn bởi vì các bạn xứng đáng được hạnh
file_0060.wav|phúc mà cô thì cô luôn luôn tin là như
file_0061.wav|vậy chúng ta sẽ cùng thử đến với một vài
file_0062.wav|lá thư thuộc chủ đề này và hãy cùng xem
file_0063.wav|là những câu chuyện mà các bạn ấy đang
file_0064.wav|phải đối diện như thế nào nhé Hãy cùng
file_0065.wav|lắng nghe là thư đầu tiên đến từ bạn
file_0066.wav|Phương Thùy bạn chia sẻ những tâm tư của
file_0067.wav|mình về mối quan hệ giữa bạn và gia đình
file_0068.wav|hãy thử lắng nghe xem Các bạn có thấy
file_0069.wav|mình trong câu chuyện của bạn Phương
file_0070.wav|Thùy không nhé
file_0071.wav|cô ơi em năm nay đang bước vào giai đoạn
file_0072.wav|dậy thì nên có nhiều tâm tư suy nghĩ năm
file_0073.wav|12 tuổi thì bố em mất đè lên em bao
file_0074.wav|nhiêu nỗi đau chồng chấp Nỗi Đau ai ai
file_0075.wav|cũng an ủi mẹ em em biết vậy là người
file_0076.wav|đau khổ nhất anh rể thì an ủi chị em em
file_0077.wav|thì ngồi có mỗi một chỗ và Huhu một mình
file_0078.wav|Hôm trước em cũng vừa mới khóc tới tận 2
file_0079.wav|giờ sáng khi tới lớp các bạn nói mắt em
file_0080.wav|sưng và thâm Em biết là vì em đã khóc cả
file_0081.wav|đêm hôm qua
file_0082.wav|nhưng em cũng không nói ra với ai cả
file_0083.wav|cuộc sống của em rất tiêu cực em cần
file_0084.wav|tình yêu để tâm sự nhưng gia đình lại
file_0085.wav|cấm cản không cho vì muốn tập trung vào
file_0086.wav|việc học Thế nên em cũng cố gắng học
file_0087.wav|hành được học sinh giỏi cấp huyện chuẩn
file_0088.wav|bị thi tỉnh em đã buồn như vậy nhưng mẹ
file_0089.wav|cũng không tâm lý với em em biết từ khi
file_0090.wav|bố mất mẹ yêu thương em gấp trăm ngàn
file_0091.wav|lần nhưng mẹ lại thể hiện bằng cách quát
file_0092.wav|mắng em cả năm có 365 ngày thì mẹ em
file_0093.wav|chửi bằng em không lý do cho tới trọn
file_0094.wav|vẹn 365 ngày đó thứ em cần lúc này là sự
file_0095.wav|tin tưởng từ gia đình nhưng lại không
file_0096.wav|thể mẹ em so sánh em với chị nhà người
file_0097.wav|ta nhưng khi em làm mẹ lại không thèm
file_0098.wav|tin vào em mà chửi mắng em em nhớ bố lắm
file_0099.wav|cô ạ Ước gì bây là bố con có lẽ em có
file_0100.wav|thể sống một cuộc sống của riêng mình em
file_0101.wav|mong cô có thể nhắn nhủ cho em vài điều
file_0102.wav|đầu tiên thì cô rất là chia sẻ và cảm ơn
file_0103.wav|bạn Phương Thùy vì đã dốc hết những cái
file_0104.wav|tâm tư và những cái nỗi buồn mà rất khó
file_0105.wav|nói của mình đến với hòm thư ký gửi của
file_0106.wav|cô Xuân Mai bởi vì giống như là em cũng
file_0107.wav|có kể ấy có những đêm mà em khóc tới
file_0108.wav|sưng cả mắt bạn bè nói là mắt em hôm nay
file_0109.wav|thế này thế kia nhưng mà em cũng không
file_0110.wav|tâm sự không kể cho ai cả Thế nên là lúc
file_0111.wav|này cô cảm giác là em đang tự mình day
file_0112.wav|dứt và dằn vặt mình với tất cả những cái
file_0113.wav|hỗn độn về cảm xúc ấy mà những cái cảm
file_0114.wav|xúc ấy không phải là nhỏ từ năm 12 tuổi
file_0115.wav|đến giờ theo như lời Yến kể thì cứ mỗi
file_0116.wav|năm mỗi năm nó lại thêm chồng chất nó
file_0117.wav|lại thêm khắc sâu hơn cái nỗi đau ở
file_0118.wav|trong lòng mình nhiều khi mình cứ nghĩ
file_0119.wav|rằng là thời gian trôi qua thì những cái
file_0120.wav|nỗi đau nó sẽ phai mờ dần đi và mình sẽ
file_0121.wav|tốt dần lên mình sẽ mạnh mẽ hơn nhưng mà
file_0122.wav|Đó chỉ là cái trường hợp mà mình có một
file_0123.wav|cái không gian để mình Hàn Gắn những cái
file_0124.wav|vết thương lòng Bởi vì cô luôn nghĩ rằng
file_0125.wav|là vết thương lòng thì là cái vết thương
file_0126.wav|mà khó hàn gắn nhất những cái vết thương
file_0127.wav|xây xát về thể chất trên cơ thể của
file_0128.wav|chúng ta thì Rồi một lúc nào đó nó cũng
file_0129.wav|sẽ hết và cái vết sẹo đó nó cũng có thể
file_0130.wav|sẽ có những cái cách này hay cách khác
file_0131.wav|để các bạn có thể là xoa mờ nó thậm chí
file_0132.wav|là làm cho nó biến mất nhưng mà cái vết
file_0133.wav|sẹo Và cái sự tổn thương của tâm hồn các
file_0134.wav|bạn thì lại khác thậm chí nó có thể mỗi
file_0135.wav|ngày lại thêm một rách to hơn mỗi ngày
file_0136.wav|lại thêm sâu hoắm hơn và để lại trong
file_0137.wav|lòng các bạn những cái nỗi ám ảnh dằn
file_0138.wav|vặt
file_0139.wav|cô nghĩ rằng là việc em nói ra có thể là
file_0140.wav|khi mà em viết thư gửi về cho cô có thể
file_0141.wav|là bằng một cái cách nào khác nữa sẽ
file_0142.wav|phần nào đấy làm cho em cảm thấy nhẹ
file_0143.wav|nhõm hơn bởi vì Sức chịu đựng của chúng
file_0144.wav|ta có giới hạn đấy Nên là nếu như mà
file_0145.wav|mình cứ dồn nén dồn nén dồn nén mỗi ngày
file_0146.wav|lại thêm những cái nỗi đau những cái nỗi
file_0147.wav|đau vì mất bố nỗi nhớ về bố mà không thể
file_0148.wav|tỏ bày cùng ai rồi cả những cái cảm giác
file_0149.wav|không ít rồi cả những cái cảm giác đau
file_0150.wav|đớn cả những cái cảm giác tủi thân khi
file_0151.wav|mà mẹ không hiểu mình và không có một ai
file_0152.wav|hỏi tới mình cả cũng sẽ làm cho em cảm
file_0153.wav|thấy những cái áp lực nó lớn dần nên là
file_0154.wav|cá nhân cô nghĩ rằng là Phương Thủy hãy
file_0155.wav|tìm cách để chia sẻ viết lá thư này là
file_0156.wav|một việc nhưng mà có lẽ là em cũng cần
file_0157.wav|thử chia sẻ với cả những người mà gần em
file_0158.wav|hơn nữa và đang trực tiếp cùng em trải
file_0159.wav|qua mỗi ngày Nếu như mà lúc này em cảm
file_0160.wav|giác là mình chưa đủ sẵn sàng để mình
file_0161.wav|nói với mẹ thì em có thể tâm sự với anh
file_0162.wav|chị hoặc là em tâm sự với một người bạn
file_0163.wav|rất là thân mình có nghĩ rằng là mọi
file_0164.wav|người không muốn đón nhận cái nỗi buồn
file_0165.wav|của mình hoặc là nhiều khi mình nghĩ là
file_0166.wav|mình sợ mọi người cảm thấy phiền nên là
file_0167.wav|mình không kể những câu chuyện buồn
file_0168.wav|nhưng thực ra là những người thật lòng
file_0169.wav|thương mình thì họ sẽ sẵn sàng cùng mình
file_0170.wav|đi qua nỗi buồn và họ sẽ cảm thấy ở một
file_0171.wav|khía cạnh nào đó họ cũng sẽ cảm thấy vui
file_0172.wav|khi mà em lựa chọn Họ là người đệ kể
file_0173.wav|chuyện giống như là cô cũng rất là vui
file_0174.wav|vui không phải là vì các bạn đang rất
file_0175.wav|buồn mà vui là bởi vì à các bạn cũng
file_0176.wav|chọn đây các bạn tin tưởng cô phần nào
file_0177.wav|để các bạn có thể sẻ chia những cái nỗi
file_0178.wav|lòng của mình thế nên là em hãy tin rằng
file_0179.wav|là có những người đang chờ em kể chuyện
file_0180.wav|có những người đang sẵn sàng để đón nhận
file_0181.wav|những nỗi buồn của em em hãy thử kể ra
file_0182.wav|nếu như mà mình cảm thấy là mình nói ra
file_0183.wav|bằng lời nó khó thì hay là mình thử viết
file_0184.wav|mình thử viết những lá thư mình thử giãi
file_0185.wav|bày tất cả những cái tâm tư tình cảm của
file_0186.wav|mình Mình gửi cho người thân mình gửi
file_0187.wav|cho bạn bè mình gửi cho một người mình
file_0188.wav|cảm thấy tin tưởng thì cô nghĩ rằng là
file_0189.wav|người ấy sẽ hiểu nhất là mẹ của em bởi
file_0190.wav|vì giống như em nói là em cũng biết rằng
file_0191.wav|là mẹ yêu thương em gấp trăm ngàn lần
file_0192.wav|thế nhưng mà có thể là mẹ nghĩ rằng là
file_0193.wav|cái cách mẹ chọn bây giờ là một cái cách
file_0194.wav|đúng Mẹ nghĩ rằng là à mình không thể
file_0195.wav|nào mà gọi là chiều chuộng em quá nên là
file_0196.wav|mình phải mạnh mẽ mình phải gồng lên
file_0197.wav|Mình phải dạy em bằng một cái cách cứng
file_0198.wav|rắn để thay bố biết đâu Mẹ đang nghĩ như
file_0199.wav|vậy nhưng mà mình không hề biết rằng là
file_0200.wav|mình là tủi thân và mình lại rất là cần
file_0201.wav|sự dịu dàng và ngọt ngào đến từ mẹ thế
file_0202.wav|thì hãy cứ thử nói ra cô nghĩ rằng là
file_0203.wav|khi mà mẹ hiểu thì hai mẹ con sẽ gần
file_0204.wav|nhau hơn và cái khoảng cách mà em đang
file_0205.wav|nhắc tới nó sẽ được thu ngắn lại
file_0206.wav|một cái nữa mà cô nghĩ rằng là em cũng
file_0207.wav|có thể thử Đấy là em hãy thử viết cho
file_0208.wav|chính mình bởi vì những cái giai đoạn mà
file_0209.wav|cô chênh vênh nhất
file_0210.wav|và thì cái giai đoạn mà cô cũng từng đối
file_0211.wav|diện với nỗi đau mất người thân và từng
file_0212.wav|nghĩ rằng là mình sẽ không bao giờ mình
file_0213.wav|vượt qua được thì cô chọn viết cô chọn
file_0214.wav|viết để giãi bày cô chọn viết để đối
file_0215.wav|thoại với chính mình cô chọn viết để
file_0216.wav|mình không gọi là dồn nén những cái cảm
file_0217.wav|xúc trong lòng mình và tự mình ôm tất cả
file_0218.wav|những cái đấy để mình chịu tất cả những
file_0219.wav|cái gai nhọn đấy mà cô chọn em viết ra
file_0220.wav|có thể là những cái lá thư ấy em chỉ
file_0221.wav|biết cho em thôi cô cũng có những cái
file_0222.wav|quyển sổ mà cô viết mỗi ngày và không
file_0223.wav|bao giờ cô cho hay đọc cả nó là những
file_0224.wav|cái câu chuyện của riêng mình là những
