vocals1_speech_0.wav|Được tác giả sáng tác vào năm 1948 tại Phủ Lưu Tranh.
vocals1_speech_1.wav|Lại nhung nhớ về những ngày hòa bình và vệ đẹp của người thiếu nữ.
vocals1_speech_2.wav|Những người lính lấy giấc mơ tuổi trẻ làm động lực trên con đường chiến đấu gian.
vocals1_speech_3.wav|đã khẳng định được tinh thần làm chủ quê hương của con người Việt Nam.
vocals1_speech_4.wav|lại nhằm để diễn tả sự lớn mạnh nhanh chóng của lực lượng kháng chiến.
vocals1_speech_5.wav|chiến đấu vì giấc mơ và lý tưởng cao đẹp của cộng đồng.
vocals2_speech_0.wav|Chỉ có các bạn nữ mới có thể sử dụng được từ ngữ một cách mềm mại.
vocals2_speech_1.wav|thì nỗi nhớ cũng là một đề tài rất quen thuộc đối với tất cả chúng ta rồi
vocals2_speech_10.wav|và khắc họa được nỗi hoài niệm sâu thẳm trong tâm hồn người viết.
vocals2_speech_11.wav|Sau khi chúng ta xong đoạn khái quát về tác giả tác phẩm,
vocals2_speech_12.wav|Đối với đề bài so sánh thì các bạn có thể lựa chọn cách rõ ràng nhất.
vocals2_speech_13.wav|Ta sẽ cùng khám phá nét đặc sắc trong chất thơ của nhà văn Sứ Đoài Mây Trắng.
vocals2_speech_14.wav|Chảo râm trong lòng không thể kìm nén được của người đại đội trưởng.
vocals2_speech_15.wav|Một cảm giác nhớ nhung về thời quá vãng mà ông không thể quay trở lại được.
vocals2_speech_16.wav|Những nhà thơ luôn tìm về quá khứ trong điểm nhung nhớ vô bờ.
vocals2_speech_17.wav|Cả hai nhà thơ đều lấy thiên nhiên làm khởi nguồn của đỗi nhớ.
vocals2_speech_18.wav|Đó là hình ảnh thiên nhiên rừng núi Tây Bắc đầy hùng vĩ.
vocals2_speech_19.wav|là cả hai nhà thơ đều mang trong mình một nỗi nhớ lửng lơ.
vocals2_speech_2.wav|Chúng ta nhớ một người nào đó đã không còn đồng hành với chúng ta trong hiện tại.
vocals2_speech_20.wav|Quang Dũng hình tượng hóa nỗi nhớ ấy bằng từ lấy, chơi, phơi.
vocals2_speech_21.wav|Như bào phủ lấy không gian của nơi chính khu đầy gian khổ.
vocals2_speech_22.wav|Sau khi mài mê trong những bức tranh thiên nhiên tươi đẹp của chốn Tây Bắc,
vocals2_speech_23.wav|Quang Dũng lại mân mê trong tâm hồn những khúc hành quân.
vocals2_speech_24.wav|Khi Quang Dũng nhớ về những địa phương trong địa bàn hoạt động của Tây Tiến,
vocals2_speech_25.wav|một nơi đóng vai trò như là liều thuốc đầy lùi sự nhọc nhằn của người lĩnh.
vocals2_speech_26.wav|Những bông hoa ấy đã mang lại cho họ một cảm giác rất dễ chịu.
vocals2_speech_27.wav|Có một lỗi trong quá trình các bạn viết mà cô thấy rằng rất nhiều bạn mắc phải.
vocals2_speech_28.wav|Đó là các bạn không biết cách để chuyển ý từ đoạn này sang đoạn khác
vocals2_speech_29.wav|Thì các bạn để ý là cái câu vừa rồi của bạn Khánh Toàn chính là một cách để bạn ấy chuyển ý.
vocals2_speech_3.wav|một bạn học sinh của lớp Tổng ôn và luyện đề 2K4.
vocals2_speech_30.wav|Nỗi nhớ về Việt Bắc đã được tô đầm ở ngay hai câu thơ đầu khổ.
vocals2_speech_31.wav|Nhà văn Haruki Murakami đã từng viết trong cuốn sách về tình yêu dựng Na Uy của mình rằng
vocals2_speech_32.wav|Các bạn hãy phân tích kỹ hơn cho cô vào các từ, ví dụ như từ từng chẳng hạn.
vocals2_speech_33.wav|Tại sao không nói là nhớ các bản khói, nhớ những bản khói, nhớ mọi bản khói?
